"","Food","Service","Value","Atmosphere","Overall"
"5132",1,1,1,1,1
"5136",1,1,1,1,1
"5144",2,3,1,1,1
"5148",1,1,1,1,1
"5155",2,1,2,1,1
"5158",1,1,1,1,1
"5176",1,1,3,1,1
"5179",1,1,1,1,1
"5189",1,3,1,1,1
"5191",1,1,1,3,1
"5199",1,1,1,1,1
"5200",2,1,2,1,1
"5203",3,1,3,2,1
"5217",1,1,1,4,1
"5224",3,1,4,1,1
"5234",1,1,1,1,1
"5238",1,1,1,3,1
"5250",4,1,3,1,1
"5257",3,1,2,1,1
"5264",2,3,2,2,1
"5286",1,1,1,1,1
"5299",1,1,1,1,1
"5310",4,1,3,3,1
"5338",2,1,1,1,1
"5339",4,5,3,2,1
"5340",1,1,3,1,1
"5380",1,1,1,4,1
"5388",1,1,3,2,1
"5400",3,1,1,1,1
"5411",1,1,1,2,1
"5426",1,1,2,2,1
"5433",2,1,1,1,1
"5459",1,1,2,3,1
"5460",1,1,1,1,1
"5464",1,1,1,0,1
"5487",1,2,1,1,1
"5496",1,0,1,3,1
"5504",1,1,2,1,1
"5514",2,1,1,1,1
"5521",1,1,1,1,1
"5531",1,1,2,1,1
"5550",1,1,1,1,1
"5554",1,1,1,4,1
"5563",2,1,3,1,1
"5568",2,1,1,3,1
"5570",1,5,4,5,1
"5583",2,1,1,3,1
"5586",1,1,1,1,1
"5589",2,1,1,1,1
"5599",1,1,1,1,1
"5602",5,1,4,2,1
"5609",2,1,3,3,1
"5622",1,1,1,1,1
"5629",1,1,1,1,1
"5649",1,2,1,2,1
"5664",1,1,1,1,1
"5675",1,1,1,2,1
"5676",1,1,1,3,1
"5690",1,1,1,1,1
"5732",1,1,1,1,1
"5733",1,1,1,3,1
"5742",2,1,1,2,1
"5766",1,1,3,3,1
"5775",1,1,1,1,1
"5802",1,1,3,3,1
"5806",3,1,2,2,1
"5833",2,1,2,1,1
"5836",2,2,2,5,1
"5854",2,1,4,1,1
"5876",2,1,1,1,1
"5903",1,1,3,1,1
"5904",1,1,1,1,1
"5916",2,1,2,2,1
"5918",2,1,1,4,1
"5945",2,1,2,1,1
"5951",1,1,1,2,1
"5953",2,1,2,4,1
"5964",2,2,1,2,1
"5975",1,2,1,4,1
"5980",2,3,1,2,1
"5983",2,1,1,1,1
"5985",2,1,1,1,1
"5989",1,1,1,2,1
"6008",1,1,1,1,1
"6012",1,3,1,2,1
"6015",1,1,1,1,1
"6021",3,2,2,2,1
"6024",1,1,1,1,1
"6040",2,1,1,1,1
"6047",1,1,1,2,1
"6049",1,1,1,2,1
"6061",1,1,3,1,1
"6068",1,2,1,2,1
"6082",2,1,1,3,1
"6112",2,1,1,1,1
"6119",1,1,2,2,1
"6155",1,2,1,3,1
"6158",1,2,1,1,1
"6166",1,1,2,4,1
"6177",1,3,1,3,1
"6182",1,1,1,3,1
"6212",1,1,1,1,1
"6221",1,1,1,1,1
"6223",1,2,1,2,1
"6234",4,1,4,2,1
"6238",2,1,1,1,1
"6245",1,1,1,1,1
"6249",1,1,1,3,1
"6254",1,1,1,1,1
"6259",1,1,1,1,1
